text,sentiment
lol hear think watched different movie getting work done ill ttyl girl,neutral
six final go,neutral
thanks followfriday,positive
wats world x basketball game best shooter team idk shooter existes lol understand haha,positive
wish,neutral
got math test today,negative
departure chiro see wrong rotter ankle,negative
there really android twitter app tweeties calibre,neutral
im pumped day,neutral
tonight,neutral
_grrrl sweetest child obviously great mom loved reading blog w msg kudos,positive
wish could go e oh well,neutral
got overexcited pizza burned mouth,negative
joke long tweet,neutral
getting back swingstill sore surgery tiredcoffee time,negative
id love able bikebuswalk work isnt safe area,neutral
bye people,neutral
heh seem complex iphone jealousy selfdenial harmful let,negative
happy mother day baby mommasss rofl,positive
got subponea,neutral
got dibs sulu,neutral
also hit chin something fell hurt ugh work gon na suck,negative
everything,neutral
graduation next sunday im going miss class,negative
terrible cartoon thats supposed mexican,negative
tried calling work time wont answer,negative
fighting sore throat day hard training rest next week sunday race oooohhh sun nope gone,neutral
good song,positive
good nighthave get sol early tomorrow,positive
adorable,positive
morning forcast radio partly mostly cloudy yay vog stay inside happy friday,positive
maybe one day favorite producer list lol,positive
im starting rethink cant stand cold place stancethis heat humidity unbearable cant stand ac meltingaway,negative
ive sick past day thus hair look wierd didnt hat would look httptinyurlcommnfkw,negative
dad asked sticking tongue ironing told didnt burn finger burnt finger,negative
tan knee,negative
wlda seen wit dummyhead,negative
listening la la land love,positive
good morning ready start week,positive
coool weekend wasnï½t great eeeh whattttever friday better expected httptumblrcomxiqwu,neutral
well good thing march wasnt long didnt like itcuz deleted ugh,neutral
awww ive lost follower fail,negative
pitty wasnt arnd huh wld rlly wet otherwise wedding gr gd time lot smiley face,neutral
day birthday,neutral
nice big bedipod playsoft music flowinsooooon fancy dream land,positive
still waiting beer moldovan least he happy came,positive
excited rove tonight jennifer garner gina riley,positive
spoke keith urbans record company cant get show till back holiday sorry jack trying mate,negative
thats true unfortunately lead movie dont die high note friday th model,negative
selfportrait week httpunbecominglilyblogspotcomannouncinghtml would like join,neutral
know lot comment return really busy ill get round guy sorry,negative
suck,negative
show todayhope information_technology lead ability move one day,positive
angstrom show lunch eating solo astatine noodle,negative
actually guy thought didnt know turn know previous party,neutral
academy rector ton tutor look like way go since good trix draw engine mana accel gone,neutral
cant sleep havent finish homework,negative
spend time club war fourth birthday update menagerie angstrom welcome new feature texas_ranger anyway,positive
feel u sooo close hard cant point ugh,negative
infamous p awesome eye sore though,positive
never invite,negative
morning twitterbugsnothing like loooooooooong liein,positive
going see hannah montana movielolwhat dork huh,neutral
astatine home im sol alone,negative
hot cold,neutral
im cry poor thing,negative
got twitter friend add none friend twitter,neutral
kno theyre guilty pleasure like shopping,negative
populate digital_audiotape glamorous life,positive
need get ticket though idk gon na happen,neutral
haha aww hun bet creative,positive
need escape town getting ready seeyuhhh,neutral
u r welcome pal u truly deserve followed,positive
oh jordan iï½m ready next contest baby canï½t wait kiss brazil love,positive
sorry hear lost two hard drive year know feeling,negative
pleeeeeease pleeeease make dj drop,positive
surely guessed arbiter judith,neutral
home alone friday night doesnt get sadder folk,negative
devjavanet slowest website,negative
_eagle dont ship japan,neutral
order pizza pizza girl sing love new song excited new song jb paranoid day,positive
thnkn bout yesterdaybest day ever day virtu v treviso da futurshowhard gamegotta win forza ragazzi,neutral
chick habit close volition lone stop peep iodine sit bloody thing,negative
welcomewould love physically family life doesnt allow,neutral
ice cream,neutral
stratus going bye bye today loved car high school fb,positive
actually sweden ikeas room stay night though ill stay across street,neutral
oh plzzzzz u never time,negative
good day let see get accomplished today together,positive
bike trail miss j two front teeth hopefully vacation suck,neutral
arsenic angstrom new_jersey native iodine thank uracil,positive
woke sun started rain,neutral
thats im driving cali july hin pleasanton,neutral
early morning probably wont even need much makeup,neutral
go pick roomate airportno house,neutral
happy birthday,positive
work go,neutral
happy mother day sent msg mom got phone call wish one day live city take care,positive
wondering money earnt financial year gone account like grand wheres rest,neutral
arriving itexa lot mail read work thanks god weekend,positive
oouchhhh iodine pinch accident try fix top,negative
name maine angstrom cheeseburglar helium make maine sad,negative
hope im something right influx review year old fan fic telling love style writing hp,positive
maybe get statue sainthood seeking winwin cant victim like people,negative
nah dont finish til next yearrrr u stayin bad news graduation,negative
thanks kate kiss xoxo,positive
trying watch lost online annoying slowthe internet lost,negative
know right thats weak g seems like sk think latonya lamesauce call,negative
know anyone believer never die tour going warped know cant wait haha,neutral
angstrom sleepyhead look forward tomorrow iodine love family,positive
depressing,negative
crab amazingwell long theyre pant,neutral
cant figure listen internet,negative
hate june gloom getting excited beach,neutral
ahhhhh go away yay fav song,positive
didnt find dress,neutral
gutted miss one night try leave early lol friend visitin tired haha,negative
cake sold terminal,neutral
sitting wondering wishing bunch stuff never,neutral
thing mean world,neutral
love mum much happy mother day wonderful mother,positive
